2.4374 	 0.0100 	 0.3911 	 0.8205 	 0.6088 	 65.9110 	 55.9994 	 0.0496 	 583.5441 
95.6298 	 3.0415 	 0.6227 	 1.4403 	 0.4526 	 78.1490 	 60.9886 	 0.1000 	 595.5457 
65.2379 	 1.1173 	 1.5092 	 3.1752 	 1.1781 	 81.5201 	 20.8051 	 0.1000 	 595.5457 
62.9016 	 0.8075 	 0.6422 	 2.4228 	 3.2009 	 81.7454 	 49.7399 	 0.1000 	 595.5457 
79.6621 	 0.9706 	 0.9447 	 3.4379 	 1.7412 	 78.9788 	 57.7780 	 0.1000 	 595.5457 
40.8420 	 24.9558 	 19.5046 	 1.3711 	 1.6629 	 85.5766 	 30.2581 	 0.1000 	 595.5457 
55.9257 	 53.0172 	 0.8156 	 1.3270 	 0.8339 	 82.6602 	 74.6313 	 0.1000 	 595.5457 
89.5944 	 0.9600 	 1.3972 	 0.8392 	 0.8220 	 79.3070 	 43.1979 	 0.1000 	 595.5457 
69.5452 	 0.1048 	 1.7464 	 1.4173 	 1.5969 	 81.1898 	 28.4087 	 0.1000 	 595.5457 
64.0522 	 1.9925 	 1.1481 	 32.3948 	 0.2357 	 81.7067 	 52.4454 	 0.1000 	 595.5457 
67.6623 	 1.6744 	 1.3816 	 1.0401 	 1.6692 	 80.2603 	 25.6443 	 0.1000 	 595.5457 
4.7077 	 5.8598 	 0.5265 	 0.0100 	 0.2116 	 88.9624 	 89.9998 	 0.0407 	 573.1330 
4.2510 	 9.7413 	 0.0816 	 1.4932 	 1.1579 	 48.7066 	 78.2793 	 1.0000 	 2079.4415 
78.3003 	 0.8378 	 0.6988 	 1.0555 	 1.7774 	 78.7546 	 52.4238 	 0.1000 	 595.5457 
104.0230 	 27.1121 	 21.4935 	 30.4492 	 0.0139 	 73.3213 	 73.1824 	 0.0915 	 593.3219 
102.6187 	 30.6557 	 0.6024 	 0.0124 	 0.2320 	 75.9338 	 75.8538 	 0.0407 	 573.2341 
136.5127 	 22.5690 	 1.0466 	 0.1308 	 22.7741 	 71.5734 	 71.4776 	 0.0721 	 584.5232 
