15.1121 	 0.0101 	 0.0101 	 0.0101 	 0.0101 	 0.5470 	 2047.3785 
0.0100 	 14.9471 	 0.0100 	 0.0100 	 0.0100 	 0.4977 	 2056.6304 
0.0100 	 0.0100 	 14.7406 	 0.0100 	 0.0100 	 0.2287 	 2020.6341 
0.0100 	 14.9471 	 0.0100 	 0.0100 	 0.0100 	 0.4977 	 2056.6299 
0.2074 	 0.1563 	 0.2760 	 1.7945 	 0.2219 	 1.0000 	 2079.4415 
0.0581 	 0.1871 	 0.1076 	 0.0740 	 0.1948 	 1.0000 	 2079.4415 
15.0220 	 0.0100 	 0.0100 	 14.6873 	 14.7970 	 0.3281 	 1953.5872 
0.0148 	 0.0167 	 0.0177 	 0.0183 	 0.0167 	 1.0000 	 2079.4415 
12.3533 	 0.0433 	 0.0397 	 0.6010 	 2.1294 	 1.0000 	 2079.4415 
0.0100 	 0.0100 	 20.2198 	 0.0100 	 0.0100 	 0.7526 	 2059.2879 
9.7778 	 3.2385 	 0.0309 	 0.5184 	 0.1405 	 1.0000 	 2079.4415 
0.0212 	 0.0221 	 0.0281 	 0.0342 	 0.0364 	 1.0000 	 2079.4415 
0.0100 	 14.8752 	 0.0100 	 14.6844 	 14.7916 	 0.3035 	 1960.2854 
0.2077 	 0.2247 	 9.3380 	 0.2404 	 0.5713 	 1.0000 	 2079.4415 
0.6588 	 1.1878 	 0.5857 	 0.2525 	 0.2069 	 1.0000 	 2079.4416 
0.0100 	 14.8756 	 14.7553 	 14.6845 	 0.0100 	 0.3047 	 1951.8810 
15.0440 	 0.0100 	 0.0100 	 14.6942 	 0.0100 	 0.3858 	 2002.3220 
15.1121 	 0.0100 	 0.0100 	 0.0100 	 0.0100 	 0.5469 	 2047.3759 
0.0144 	 0.2353 	 0.0453 	 1.4296 	 0.1751 	 1.0000 	 2079.4415 
0.0100 	 0.0100 	 0.0100 	 14.6745 	 0.0100 	 0.2267 	 2029.2779 
0.0158 	 0.0146 	 0.0132 	 0.0985 	 0.0161 	 1.0000 	 2079.4415 
0.1384 	 0.1844 	 0.1792 	 0.2424 	 0.1973 	 1.0000 	 2079.4415 
15.0354 	 14.8953 	 14.7670 	 14.6916 	 0.0100 	 0.3636 	 1923.9901 
0.0677 	 0.0264 	 0.0533 	 0.0195 	 0.0232 	 1.0000 	 2079.4415 
15.1005 	 14.9576 	 0.0100 	 0.0100 	 0.0100 	 0.5209 	 2024.2303 
15.0396 	 0.0100 	 14.7692 	 0.0100 	 0.0100 	 0.3742 	 1994.0939 
0.0100 	 14.9471 	 0.0100 	 0.0100 	 0.0100 	 0.4977 	 2056.6299 
0.0100 	 0.0100 	 0.0100 	 0.0100 	 14.7708 	 0.2039 	 2028.6709 
0.0100 	 14.8740 	 14.7543 	 0.0100 	 14.7908 	 0.2996 	 1951.7309 
0.1332 	 0.3754 	 0.0726 	 0.1066 	 0.4182 	 1.0000 	 2079.4415 
0.2314 	 0.5115 	 5.0340 	 0.5071 	 0.4560 	 1.0000 	 2079.4415 
0.0100 	 0.0100 	 0.0100 	 14.6745 	 0.0100 	 0.2267 	 2029.2777 
0.0100 	 14.9471 	 0.0100 	 0.0100 	 0.0100 	 0.4977 	 2056.6299 
0.1383 	 1.5813 	 11.0998 	 0.9994 	 0.0708 	 1.0000 	 2079.4416 
15.1005 	 14.9576 	 0.0100 	 0.0100 	 0.0100 	 0.5209 	 2024.2303 
0.0428 	 0.0427 	 0.0554 	 0.0273 	 0.0394 	 1.0000 	 2079.4415 
0.0100 	 14.8756 	 14.7553 	 14.6845 	 0.0100 	 0.3047 	 1951.8812 
0.0175 	 0.0222 	 0.0199 	 0.0151 	 0.0216 	 1.0000 	 2079.4415 
0.0100 	 14.8752 	 0.0100 	 14.6844 	 14.7916 	 0.3035 	 1960.2854 
0.0100 	 15.8864 	 0.0100 	 0.0100 	 0.0100 	 0.7720 	 2064.0018 
0.0100 	 0.0100 	 14.7401 	 14.6745 	 0.0100 	 0.2264 	 1969.7567 
0.0100 	 0.0100 	 14.7401 	 14.6745 	 0.0100 	 0.2264 	 1969.7567 
0.0100 	 14.9471 	 0.0100 	 0.0100 	 0.0100 	 0.4977 	 2056.6299 
0.0100 	 14.8740 	 14.7543 	 0.0100 	 14.7908 	 0.2996 	 1951.7309 
0.3281 	 0.1336 	 0.3390 	 0.1667 	 5.2356 	 1.0000 	 2079.4415 
0.0100 	 0.0100 	 14.7382 	 0.0100 	 14.7734 	 0.2164 	 1969.1908 
15.1121 	 0.0100 	 0.0100 	 0.0100 	 0.0100 	 0.5469 	 2047.3759 
0.4201 	 0.3245 	 0.5855 	 0.2477 	 0.2780 	 1.0000 	 2079.4415 
15.0572 	 14.9151 	 0.0100 	 14.6982 	 0.0100 	 0.4187 	 1979.7758 
0.0100 	 0.0100 	 14.7401 	 14.6745 	 0.0100 	 0.2264 	 1969.7567 
