100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3407 
3.8479 	 0.5428 	 1.1246 	 0.0716 	 0.4266 	 25.1317 	 1.0000 	 2079.4415 
2.4137 	 3.5140 	 24.4491 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4490 	 23.2731 	 26.9263 	 12.6974 	 0.3167 	 1727.5759 
2.4137 	 3.5140 	 24.4491 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4492 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3407 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5139 	 24.4490 	 23.2731 	 26.9263 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4491 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
28.5651 	 3.8215 	 0.1711 	 1.1776 	 0.0277 	 15.6444 	 1.0000 	 2079.4415 
100 	 0.0411 	 0.8670 	 1.2060 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5139 	 24.4488 	 23.2730 	 26.9262 	 12.6974 	 0.3167 	 1727.5759 
2.4137 	 3.5139 	 24.4490 	 23.2731 	 26.9263 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3407 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4491 	 23.2733 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3407 
100 	 0.0411 	 0.8671 	 1.2062 	 1.1466 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3407 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4491 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
2.4137 	 3.5140 	 24.4491 	 23.2732 	 26.9264 	 12.6974 	 0.3167 	 1727.5759 
2.4137 	 3.5140 	 24.4489 	 23.2730 	 26.9262 	 12.6974 	 0.3167 	 1727.5759 
100 	 0.0411 	 0.8669 	 1.2060 	 1.1464 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2061 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
100 	 0.0411 	 0.8670 	 1.2062 	 1.1465 	 0.0254 	 0.0000 	 1934.3406 
