1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1400 	 20.3358 	 28.1767 	 0.1258 	 7.3540 	 1.0000 	 2079.4417 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
7985 	 0.7969 	 0.9221 	 0.9163 	 0.9825 	 0.0000 	 1738.0689 
21.9176 	 0.1524 	 0.8372 	 19.5584 	 0.0408 	 1.0000 	 2079.4415 
7984 	 0.7969 	 0.9220 	 0.9163 	 0.9825 	 0.0000 	 1738.0688 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
3.5318 	 3.8022 	 3.8062 	 4.6319 	 25.9770 	 0.7288 	 1986.1874 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8617 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
462 	 19.9662 	 1.4851 	 0.4557 	 20.4990 	 1.0000 	 2079.4415 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8520 	 8.3902 	 0.3649 	 1725.2348 
1.5084 	 1.5126 	 1.8616 	 1.8519 	 8.3902 	 0.3649 	 1725.2348 
