100 	 16.7855 	 16.0307 	 18.4145 	 19.6485 	 24.4732 	 23.7479 	 0.3593 	 1766.6287 
13.3418 	 9.0571 	 0.1460 	 12.5874 	 1.4835 	 43.5846 	 71.9304 	 1.0000 	 2079.4416 
28.9900 	 29.2788 	 29.2782 	 29.2379 	 29.2271 	 1.6514 	 38.6186 	 0.4657 	 1777.9309 
100 	 16.7854 	 16.0306 	 18.4144 	 19.6483 	 24.4735 	 23.7482 	 0.3593 	 1766.6287 
8785 	 21.4374 	 25.7272 	 19.2518 	 18.3730 	 11.7665 	 11.7563 	 0.3990 	 1770.1532 
100 	 16.7854 	 16.0306 	 18.4145 	 19.6484 	 24.4729 	 23.7477 	 0.3593 	 1766.6287 
37.7027 	 30.1710 	 30.2127 	 31.3028 	 31.5322 	 1.4459 	 0.0005 	 0.4708 	 1778.3912 
21.0695 	 0.1654 	 1.1886 	 0.0655 	 4.5385 	 22.9293 	 45.5361 	 1.0000 	 2079.4415 
11.5602 	 24.1942 	 0.8734 	 0.0335 	 0.0363 	 23.1495 	 75.6584 	 1.0000 	 2079.4415 
4.4853 	 0.0758 	 19.0594 	 0.1777 	 0.0523 	 22.4926 	 55.4429 	 1.0000 	 2079.4415 
28.7343 	 29.0066 	 29.0063 	 28.9683 	 28.9579 	 1.6655 	 40.8375 	 0.4649 	 1777.9336 
100 	 16.7854 	 16.0306 	 18.4145 	 19.6485 	 24.4730 	 23.7477 	 0.3593 	 1766.6287 
37.7021 	 30.1725 	 30.2142 	 31.3040 	 31.5333 	 1.4458 	 0.0001 	 0.4708 	 1778.3910 
100 	 16.7852 	 16.0304 	 18.4142 	 19.6481 	 24.4732 	 23.7479 	 0.3593 	 1766.6287 
121.3025 	 0.0232 	 0.2065 	 2.9198 	 1.7779 	 72.5571 	 5.2183 	 0.8907 	 2061.4750 
264 	 24.3672 	 0.0159 	 5.4789 	 7.7012 	 78.2071 	 7.6166 	 1.0000 	 2079.4415 
1113 	 6.2943 	 0.4460 	 14.4424 	 0.0614 	 23.8824 	 13.1590 	 1.0000 	 2079.4415 
100 	 16.7854 	 16.0305 	 18.4145 	 19.6484 	 24.4729 	 23.7477 	 0.3593 	 1766.6287 
117 	 0.0336 	 0.0490 	 0.0741 	 0.2088 	 26.5446 	 36.5641 	 1.0000 	 2079.4415 
191.6223 	 0.9881 	 198.3587 	 198.6778 	 198.3270 	 63.5161 	 55.8349 	 0.7372 	 1979.9774 
2.5195 	 0.2547 	 0.0818 	 0.2846 	 0.0310 	 11.7307 	 84.7216 	 1.0000 	 2079.4415 
1.3914 	 0.0179 	 0.0694 	 0.1807 	 3.4103 	 2.1851 	 3.6957 	 1.0000 	 2079.4415 
28.7787 	 29.0690 	 29.0686 	 29.0281 	 29.0170 	 1.6624 	 38.4096 	 0.4651 	 1777.9318 
100 	 20.8281 	 152.5725 	 11.4623 	 0.6388 	 0.0002 	 89.9998 	 0.7408 	 1991.4013 
100 	 16.7852 	 16.0304 	 18.4141 	 19.6480 	 24.4738 	 23.7485 	 0.3593 	 1766.6287 
100 	 16.7848 	 16.0300 	 18.4135 	 19.6473 	 24.4742 	 23.7489 	 0.3593 	 1766.6287 
2482 	 14.8704 	 18.7781 	 19.8536 	 22.0206 	 19.9285 	 19.4959 	 0.3658 	 1768.2574 
413 	 0.3222 	 0.9472 	 8.6679 	 6.7190 	 76.4314 	 38.5622 	 1.0000 	 2079.4416 
14.8005 	 22.0181 	 0.3950 	 0.0459 	 0.1068 	 36.8064 	 53.5336 	 1.0000 	 2079.4417 
100 	 16.7841 	 16.0294 	 18.4125 	 19.6462 	 24.4754 	 23.7500 	 0.3593 	 1766.6287 
241 	 0.0918 	 6.7001 	 0.0181 	 18.4439 	 65.7073 	 43.9755 	 1.0000 	 2079.4415 
100 	 16.7853 	 16.0304 	 18.4143 	 19.6482 	 24.4731 	 23.7478 	 0.3593 	 1766.6287 
101 	 16.7835 	 16.0288 	 18.4120 	 19.6458 	 24.4743 	 23.7489 	 0.3593 	 1766.6289 
39.5709 	 1.9460 	 2.6591 	 3.1191 	 0.4825 	 77.1967 	 20.9619 	 0.8907 	 2061.4750 
100 	 16.7855 	 16.0307 	 18.4146 	 19.6485 	 24.4731 	 23.7478 	 0.3593 	 1766.6287 
100 	 16.7852 	 16.0304 	 18.4141 	 19.6481 	 24.4732 	 23.7480 	 0.3593 	 1766.6287 
5.4174 	 1.1197 	 0.0596 	 0.0878 	 12.0954 	 2.5798 	 44.0917 	 1.0000 	 2079.4415 
37.7017 	 30.1721 	 30.2139 	 31.3036 	 31.5329 	 1.4459 	 0.0001 	 0.4708 	 1778.3910 
105 	 16.7845 	 16.0292 	 18.4147 	 19.6497 	 24.4635 	 23.7388 	 0.3593 	 1766.6295 
197.2087 	 0.3348 	 199.7754 	 3.0481 	 0.4176 	 44.2005 	 31.6135 	 0.8476 	 2045.1740 
100 	 16.7853 	 16.0305 	 18.4144 	 19.6483 	 24.4732 	 23.7479 	 0.3593 	 1766.6287 
154.1823 	 3.5408 	 3.0279 	 0.9839 	 156.5135 	 69.1604 	 44.6237 	 0.8311 	 2037.1918 
37.7018 	 30.1722 	 30.2140 	 31.3037 	 31.5331 	 1.4459 	 0.0001 	 0.4708 	 1778.3910 
870 	 0.5814 	 0.6440 	 20.4714 	 0.6432 	 87.7512 	 27.1187 	 1.0000 	 2079.4415 
7874 	 21.5337 	 23.2759 	 16.3733 	 16.4729 	 12.9209 	 12.8561 	 0.3844 	 1770.4511 
100 	 16.7854 	 16.0306 	 18.4145 	 19.6484 	 24.4732 	 23.7479 	 0.3593 	 1766.6287 
100 	 16.7855 	 16.0307 	 18.4145 	 19.6484 	 24.4734 	 23.7481 	 0.3593 	 1766.6287 
7150 	 0.0716 	 0.3092 	 1.4013 	 0.0870 	 26.2249 	 55.4958 	 1.0000 	 2079.4415 
711 	 18.1185 	 17.3696 	 19.0267 	 21.9252 	 23.0802 	 22.4799 	 0.3707 	 1767.0285 
37.7022 	 30.1726 	 30.2143 	 31.3041 	 31.5334 	 1.4458 	 0.0001 	 0.4708 	 1778.3910 
